ident,text,items,faults,actions
103207,number 2 and 4 intake gaskets leaking on left-hand engine . removed and replaced intake gaskets .,intake gaskets; engine,leaking,removed; replaced
103208,"right-hand engine has oil leak at hoisting loop . removed , cleaned , sealed and reinstalled bolt .",engine; hoisting loop; bolt,oil leak,removed; cleaned; sealed; reinstalled
103209,"number 1 , 3 and 4 rocker cover gasket leaking on left-hand engine . removed and replaced rocker cover gaskets .",rocker cover gasket; engine; rocker cover gaskets,leaking,removed; replaced
103210,lower cowl seal loose . reattached lower cowl seal .,cowl seal,loose,reattached
103211,"cowl bracket cracked , left-hand engine . installed patch made of like material .",cowl bracket; engine; patch; like material,cracked,installed
103212,"cowl bracket cracked , left-hand engine . removed bracket . started creating patch .",cowl bracket; engine; bracket; patch,cracked,removed; started creating
103213,ding in compressor first stage blade . damage to compressor first stage blade is acceptable . i,compressor first stage blade,ding; damage,
103214,number 4 intake gasket is leaking . removed and replaced intake gasket .,intake gasket,leaking,removed; replaced
103215,number 3 rocker cover gasket leaking . removed cork gasket and replaced with silicone gasket .,rocker cover gasket; cork gasket; silicone gasket,leaking,removed; replaced
103216,number 4 rocker cover gasket leaking . removed cork gasket and replaced with silicone gasket .,rocker cover gasket; cork gasket; silicone gasket,leaking,removed; replaced
103217,number 2 and 3 rocker cover gaskets leaking . removed and replaced gaskets .,rocker cover gaskets; gaskets,leaking,removed; replaced
103218,number 2 and 3 intake gaskets leaking . removed and replaced intake gaskets .,intake gaskets,leaking,removed; replaced
103219,number 3 intake gasket leaking . removed and replaced intake gasket .,intake gasket,leaking,removed; replaced
103220,number 3 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
103221,left-hand and right-hand baffle plugs are missing tabs . replaced left-hand and right-hand baffle plugs .,baffle plugs; tabs,missing,replaced
103222,left-hand engine number 4 rocker cover leaking . removed and replaced rocker cover gasket .,engine; rocker cover; rocker cover gasket,leaking,removed; replaced
103223,left-hand engine number 2 and 4 intakes leaking . removed and replaced intake gaskets on left-hand engine .,engine; intakes; intake gaskets,leaking,removed; replaced
103224,"right-hand engine intakes 2 , 3 and 4 leaking . removed and replaced intake gaskets on right-hand engine .",engine; intakes; intake gaskets,leaking,removed; replaced
103225,number 4 intake is leaking . removed and replaced number 4 cylinder intake gasket .,intake; cylinder; intake gasket,leaking,removed; replaced
103226,right-hand baffle tie rod is broken . removed and replaced right-hand baffle tie rod .,baffle tie rod,broken,removed; replaced
103227,number 4 rocker cover gasket leaking . removed and replaced gasket .,rocker cover gasket; gasket,leaking,removed; replaced
103228,number 1 and 4 intake gaskets leaking . removed and replaced intake gaskets .,intake gaskets,leaking,removed; replaced
103229,number 1 outer cylinder baffling cracked by nutplate . stop drilled crack on number 1 cylinder outer baffling .,cylinder baffling; nutplate; cylinder outer baffling,cracked; crack,stop drilled
103230,number 4 induction tube gasket is leaking . removed and replaced number 4 intake gasket .,induction tube gasket; intake gasket,leaking,removed; replaced
103231,number 3 and 4 intakes leaking . replaced intake gaskets .,intakes; intake gaskets,leaking,replaced
103232,aluminum fittings for oil cooler ok ? fittings ok .,aluminum fittings; oil cooler; fittings,,
103233,oil cooler lower outboard bolt no threads showing . installed new bolt .,oil cooler; outboard bolt; bolt,no threads showing,installed
103234,both baffle buttons worn . removed and replaced both baffle buttons .,baffle buttons,worn,removed; replaced
103235,oil cooler lower line required rerouting . rerouted lower oil cooler line .,oil cooler; line; oil cooler line,,rerouting; rerouted
103236,front forward baffle hung up on bolt of alternator extra bracket . rerouted baffle .,baffle; bolt; alternator; bracket,hung up,rerouted
103237,"baffle bolt or screw missing , forward left-hand side in front of number 2 cy . installed new screw .",baffle bolt; screw,missing,installed
103238,baffle tie wire installed wrong on right-hand of engine . removed and replaced right-hand baffle tie wire .,baffle tie wire; engine,,installed; removed; replaced
103239,"nut missing on top backbone of engine , aft sling point . installed nut and washers on engine aft sling point bolt .",nut; backbone; engine; sling point; washers; sling point bolt,missing,installed
103240,fod on top left-hand side of engine . removed fod from top left-hand side of engine,fod; engine,,removed
103241,extra spark plug on top of number 2 cylinder . removed extra spark plug from number 2 cylinder,spark plug; cylinder,,removed
103242,"engine baffle cracked , above number 1 cylinder . stop drilled crack .",engine; baffle; cylinder,cracked; crack,stop drilled
103243,cylinder number 4 intake gasket leaking . removed and replaced intake gasket .,cylinder; intake gasket,leaking,removed; replaced
103244,"baffle plug damaged , requires replacement . removed and replaced baffle plug .",baffle plug,damaged,replacement; removed; replaced
103245,number 4 cylinder rocker cover leaking . removed and replaced gasket .,cylinder; rocker cover; gasket,leaking,removed; replaced
103246,prop / engi ne overspeed . reviewed fdm data . found overspeed to be within limits pe,fdm data,overspeed,reviewed
103247,"number 1 , 2 and 3 intake gaskets leaking . removed and replaced intake gaskets .",intake gaskets,leaking,removed; replaced
103248,number 3 and 4 rocker cover gaskets leaking . removed and replaced rocker covers gaskets .,rocker cover gaskets; rocker covers gaskets,leaking,removed; replaced
103249,number 2 intake leaking . removed and replaced intake gasket .,intake; intake gasket,leaking,removed; replaced
103250,number 2 cylinder intake is leaking . replaced intake gasket and lock washers .,cylinder; intake; intake gasket; lock washers,leaking,replaced
103251,2 and 4 cylinder inner baffle connector rod is broken . removed and replaced rod .,cylinder; baffle connector rod; rod,broken,removed; replaced
103252,number 4 cylinder intake gasket is leaking . removed and replaced cylinder number 4 intake gasket .,cylinder; intake gasket,leaking,removed; replaced
103253,number 1 cylinder intake is leaking . removed and replaced number 1 cylinder intake gasket .,cylinder; intake; intake gasket,leaking,removed; replaced
103254,"crack on forward baffle , aft of alternator mount bolt . stop drilled crack .",baffle; alternator mount bolt,crack,stop drilled
103255,number 1 and 2 rocker cover gaskets leaking . removed and replaced rocker gaskets .,rocker cover gaskets; rocker gaskets,leaking,removed; replaced
103256,number 2 and 4 intake gaskets leaking . removed and replaced number 2 and 4 intake gaskets .,intake gaskets,leaking,removed; replaced
103257,cowl seal on front right-hand baffle loose . tightened baffle and resealed with rtv .,cowl seal; baffle; rtv,loose,tightened; resealed
103258,number 1 cylinder baffling crack extending beyond stop drill . stop drilled crack and installed doubler plate in referen,cylinder; baffling; doubler plate,crack,stop drilled; installed
103259,crack noted on upper portion of forward right-hand baffle in front of number . stop drilled crack and riveted doubler plate in reference,baffle; doubler plate,crack,stop drilled; riveted
103260,number 3 rocker cover is leaking . removed and replaced rocker cover gasket .,rocker cover; rocker cover gasket,leaking,removed; replaced
103261,"number 1 , 3 , 4 and 2 rocker covers leaking all 4 . removed and replaced rocker cover gaskets .",rocker covers; rocker cover gaskets,leaking,removed; replaced
103262,tabs are worn off of baffle plugs . replaced baffle plugs .,tabs; baffle plugs,worn,replaced
103263,number 1 intake is leaking . removed and replaced intake gasket .,intake; intake gasket,leaking,removed; replaced
103264,"number 1 , 2 , 3 and 4 intake gaskets leaking . removed and replaced intake gaskets .",intake gaskets,leaking,removed; replaced
103265,number 1 and 4 rocker cover gaskets leaking . removed and replaced rocker cover gaskets .,rocker cover gaskets,leaking,removed; replaced
103266,"number 2 , 3 , 4 intakes leaking on left-hand engine . removed and replaced intake gaskets .",intakes; engine; intake gaskets,leaking,removed; replaced
103267,right-hand forward baffle seal loose . reattached baffle seal to engine baffle .,baffle seal; engine; baffle,loose,reattached
103268,right-hand rear engine baffle attach bracket loose . removed right-hand rear baffle . reattached attach bracket and re,engine; baffle attach bracket; baffle; attach bracket,loose,removed; reattached
103269,number 2 intake gasket leaking . replaced gasket .,intake gasket; gasket,leaking,replaced
103270,number 3 and 4 side baffle seals are worn . replaced baffle seals .,baffle seals,worn,replaced
103271,baffle cracked at number 1 cylinder . stop drilled crack .,baffle; cylinder,cracked; crack,stop drilled
103272,"crack on cylinder number 1 baffling . stop drilled crack , no further defects noted .",cylinder; baffling,crack,stop drilled
103273,"baffling above cylinder number 4 has a crack in it . stop drilled crack , no further defects noted .",baffling; cylinder,crack,stop drilled
103274,intakes number 2 and 4 leaking . removed and replaced intake gaskets .,intakes; intake gaskets,leaking,removed; replaced
103275,both baffle buttons worn . replaced both plugs .,baffle buttons; plugs,worn,replaced
103276,forward baffle seal has worn spots by engine induction . installed black rtv in areas worn .,baffle seal; engine; induction; black rtv,worn,installed
103277,momentary engine roughness . performed engine run up . no roughness noted through ent,engine,roughness,run up
103278,"screw missing number 3 cylinder rocker cover , left-hand engine . installed new screw .",screw; cylinder; rocker cover; engine,missing,installed
