IDENT,raw,normalized,n_tokens,n_expansions
103884,BAFFLE SCREW MISSING ABOVE STARTER. INSTALLED NEW BAFFLE SCREW & WASHERS.,baffle screw missing above starter. installed new baffle screw and washers.,13,1
103885,#1 CYL BAFFLING CRACKED. STOP DRILLED CRACK.,number 1 cylinder baffling cracked. stop drilled crack.,9,2
103886,#4 INTAKE GASKET LEAKING. REPLACED GASKET.,number 4 intake gasket leaking. replaced gasket.,8,1
103887,#4 ROCKER COVER GASKET LEAKING. REMOVED OLD GASKET & INSTALLED NEW ONE.,number 4 rocker cover gasket leaking. removed old gasket and installed new one.,14,2
103888,"CRACK EXTENDING BEYOND RIVET ON #1 CYL BAFFLE. REMOCED BAFFLE, CLEANED. INSP, FOUND PAINT CRACKED. INS","crack extending beyond rivet on number 1 cylinder baffle. removed baffle, cleaned. insp, found paint cracked. ins",21,3
103889,#2 INTAKE LEAKING ON L/H ENG. REMOVED & REPLACED GASKET.,number 2 intake leaking on left-hand engine. removed and replaced gasket.,12,4
103890,R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL. LEAK CK GOOD.,right-hand engine crankcase lifting eyebolt leaking oil. leak check good.,12,3
103891,#1 ROCKER COVER LEAKING ON R/H ENG. REMOVED & REPLACED GASKET.,number 1 rocker cover leaking on right-hand engine. removed and replaced gasket.,13,4
103892,#2 & 3 INTAKES LEAKING ON R/H ENG. REMOVED & REPLACED GASKETS.,number 2 and 3 intakes leaking on right-hand engine. removed and replaced gaskets.,14,5
103893,#3 & 4 ROCKER COVERS LEAKING IN L/H ENG. REMOVED & REPLACED GASKETS.,number 3 and 4 rocker covers leaking in left-hand engine. removed and replaced gaskets.,15,5
103894,"BAFFLE SEAL BETWEEN CYLINDERS 2 & 4 ON R/H ENG, LOOSE. RESECURED BAFFLE SEAL.","baffle seal between cylinders 2 and 4 on right-hand engine, loose. resecured baffle seal.",17,3
103895,"R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL. CLEANED AREA, REMOVED BOLT, CLEANED & INSTALLED BOLT &","right-hand engine crankcase lifting eyebolt leaking oil. cleaned area, removed bolt, cleaned and installed bolt and",19,4
103896,"2, 3, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","2, 3, 4 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.",17,1
103897,#1 SIDE BAFFLE BENT. STRAIGHTENED BAFFLE.,number 1 side baffle bent. straightened baffle.,8,1
103898,"#1 BAFFLE BENT. REMOVED BAFFLE, STRAIGHTENED BAFFLE & REINSTALLED.","number 1 baffle bent. removed baffle, straightened baffle and reinstalled.",12,2
103899,SOME ROCKER COVER SCREWS LOOSE. TIGHTENED ALL ROCKER COVER SCREWS.,some rocker cover screws loose. tightened all rocker cover screws.,12,0
103900,#2 & 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.,number 2 and 4 intake gaskets leaking. removed and replaced intake gaskets.,13,3
103901,EXCESSIVE FREE PLAY NOTED BETWEEN PILOT & COPILOT YOKES W/ A. ADJUSTED CENTER TURNBUCKLE ON CONTROL COLUMN & ADJUSTED,excessive free play noted between pilot and copilot yokes with a. adjusted center turnbuckle on control column and adjusted,20,3
103902,BOTTOM OF OIL COOLER NEEDS SEALANT REPLACED BETWEEN COOLER &. INSTALLED SEALANT.,bottom of oil cooler needs sealant replaced between cooler and. installed sealant.,14,1
103903,INTERCYLINDER BAFFLE TENSION WIRE CHAFING ON #1 CYL OIL RETU. PUT BEND IN BAFFLE TENSIONER WIRE TO AVOID OIL RETURN L,intercylinder baffle tension wire chafing on number 1 cylinder oil retu. put bend in baffle tensioner wire to avoid oil return l,22,2
103904,BOTH BAFFLE BUTTONS WORN. INSTALLED NEW PLUGS,both baffle buttons worn. installed new plugs,8,0
103905,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST. RAN AIRCRAFT, OPS AND LEAK CHECK GOOD","number 1 cylinder compression low, 25 pounds. coming from exhaust. ran aircraft, operations and leak check good",20,3
103906,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST. REMOVED CYLINDER, FOUND BENT EXHAUST VALVE. INSTALLED R","number 1 cylinder compression low, 25 pounds. coming from exhaust. removed cylinder, found bent exhaust valve. installed r",22,2
103907,"FRONT BAFFLE SEAL NEEDS RTV, ABOVE ENG INLET. INSTALLED RTV TO SEAL.","front baffle seal needs rtv, above engine inlet. installed rtv to seal.",15,1
103908,"#4, 1 & 3 ROCKER COVERS LEAKING. REMOVED & REPLACED GASKETS.","number 4, 1 and 3 rocker covers leaking. removed and replaced gaskets.",14,3
103909,LH ENGINE #4 CYL BAFFLE SEAL STAPLE PULLED THROUGH. REPLACED STAPLE WITH POP RIVET,left-hand engine number 4 cylinder baffle seal staple pulled through. replaced staple with pop rivet,15,3
103910,"#1 AND #3 ROCKER COVERS LEAKING. REMOVED, CLEANED, INSTALLED NEW SILICONE GASKETS","number 1 and number 3 rocker covers leaking. removed, cleaned, installed new silicone gaskets",15,2
103911,R/H ENGINE #3 INTAKE GASKET LEAKING. REMOVED AND REPLACED #3 INTAKE GASKET ON R/H ENG,right-hand engine number 3 intake gasket leaking. removed and replaced number 3 intake gasket on right-hand engine,16,5
103912,"EXCESSIVE ENGINE VIBRATION ON DEPARTURE CLIMBOUT. VIBRATION. RAN ACFT, IDLE RPM AND MIXTURE AND MAG CHECKS GOOD RAN","excessive engine vibration on departure climbout. vibration. ran aircraft, idle rpm and mixture and magneto checks good ran",21,2
103913,CYL #2 & 4 INTAKE GASKETS LEAKING. REPLACED CYL #2 & 4 INTAKE GASKETS,cylinder number 2 and 4 intake gaskets leaking. replaced cylinder number 2 and 4 intake gaskets,15,6
103914,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 3 intake gasket leaking. removed and replaced intake gasket.,11,2
103915,"#1, 2, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","number 1, 2, 4 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.",17,2
103916,#1 CYL BOTTOM BAFFLE SEAL RIVET PULLED THROUGH. INSTALLED NEW POP RIVET.,number 1 cylinder bottom baffle seal rivet pulled through. installed new pop rivet.,14,2
103917,"2, 3, 4 ROCKER COVER GASKETS LEAKING. REMOVED OLD GASKETS, CLEANED & INSTALLED NEW SILICONE G","2, 3, 4 rocker cover gaskets leaking. removed old gaskets, cleaned and installed new silicone g",20,1
103918,#4 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKET.,number 4 intake leaking on left-hand engine. removed and replaced gasket.,12,3
103919,#3 ROCKER COVER LEAKING ON R/H ENGINE. REPLACED ROCKER COVER GASKET.,number 3 rocker cover leaking on right-hand engine. replaced rocker cover gasket.,13,2
103920,#3 CYL TOP BAFFLING HAS A CRACK. STOP DRILLED CRACK.,number 3 cylinder top baffling has a crack. stop drilled crack.,12,2
103921,#2 & 4 IGN TOP LEADS NEED TO BE SECURED. SECURED LEADS.,number 2 and 4 ignition top leads need to be secured. secured leads.,14,3
103922,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,number 2 intake gasket leaking. removed and replaced number 2 intake gasket.,12,3
103923,#1 & 2 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 1 and 2 intake gaskets leaking. removed and replaced gaskets.,12,3
103924,#2 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 2 intake leaking. removed and replaced intake gasket.,10,2
103925,#2 FWD SIDE BAFFLE SEAL DISCONNECTED. REATTACHED USING POP RIVETS.,number 2 forward side baffle seal disconnected. reattached using pop rivets.,12,2
103926,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN. INSTALLED SCREW.","missing screw on engine baffle aft and next to cylinder number 3, screw moun. installed screw.",18,4
103927,R/H ENG #2 INTAKE GASKET LEAKING. REPLACED GASKET.,right-hand engine number 2 intake gasket leaking. replaced gasket.,10,3
103928,L/H ENG #2 & 4 ROCKER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.,left-hand engine number 2 and 4 rocker gaskets are leaking. removed and replaced gaskets.,15,5
103929,"L/H ENG #2, 3, 4 INTAKE GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.","left-hand engine number 2, 3, 4 intake gaskets are leaking. removed and replaced gaskets.",17,4
103930,R/H ENGINE #3 & 4 ROCKER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.,right-hand engine number 3 and 4 rocker gaskets are leaking. removed and replaced gaskets.,15,4
103931,L/H ENG INTAKE SCREEN WORN. ORDERED PART.,left-hand engine intake screen worn. ordered part.,9,2
103932,L/H ENG INTAKE SCREEN WORN. INSTALLED NEW SCREEN.,left-hand engine intake screen worn. installed new screen.,10,2
103933,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW INTAKE GASKET.,number 2 induction tube gasket leaking. installed new intake gasket.,11,1
103934,INTAKE GASKET CYL #1 LEAKING. REMOVED & REPLACED INTAKE GASKET.,intake gasket cylinder number 1 leaking. removed and replaced intake gasket.,12,3
103935,EXPERIENCED ENGINE ROUGHNESS & MOMENTARY POWER HESITATION. A. PERFORMED ENG RUN UP & NOTED EXCESSIVE RPM RISE AT IDLE,experienced engine roughness and momentary power hesitation. a. performed engine run up and noted excessive rpm rise at idle,21,3
103936,EXPERIENCED ENGINE ROUGHNESS & MOMENTARY POWER HESITATION. A. REINSTALLED COWLING & PERFORMED ENG RUN NOTING IDLE SPE,experienced engine roughness and momentary power hesitation. a. reinstalled cowling and performed engine run noting idle spe,19,3
103937,R/H ENG #2 INTAKE IS LEAKING. REMOVED & REPLAED R/H ENG #2 INTAKE GASKET.,right-hand engine number 2 intake is leaking. removed and replaced right-hand engine number 2 intake gasket.,16,8
103938,R/H ENG #1 ROCKER COVER IS LEAKING. REMOVED & REPLACED R/H ENG #1 ROCKER COVER GASKET.,right-hand engine number 1 rocker cover is leaking. removed and replaced right-hand engine number 1 rocker cover gasket.,18,7
103939,CYL #2 INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,cylinder number 2 intake gasket is leaking. removed and replaced gasket with new.,14,4
103940,#2 & 4 INTAKE GASKETS LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.,number 2 and 4 intake gaskets leaking on left-hand engine. removed and replaced intake gaskets.,16,4
103941,#1 & 2 ROCKER COVER GASKETS LEAKING ON L/H ENGINE. REMOVED & REPLACED ROCKER COVERS.,number 1 and 2 rocker cover gaskets leaking on left-hand engine. removed and replaced rocker covers.,17,4
103942,"PILOT REPORTED THAT CYL #1 FWD BAFFLE SEAL NEEDED TO BE LOOK. LOOKED AT BAFFLE SEAL, REPOSITIONED, CHECKED GOOD","pilot reported that cylinder number 1 forward baffle seal needed to be look. looked at baffle seal, repositioned, checked good",22,3
103943,ALL ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS ON ROCKER COVERS.,all rocker cover screws loose. tightened all screws on rocker covers.,13,0
103944,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80. LEAK CK GOOD.,right-hand engine number 1 cylinder has low compression 5/80. leak check good.,13,5
103945,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80. LEAK CK GOOD.,right-hand engine number 3 cylinder has low compression 20/80. leak check good.,13,5
103946,R/H ENG #4 BAFFLE CRACKED AT OIL COOLER. STOP DRILLED CRACK.,right-hand engine number 4 baffle cracked at oil cooler. stop drilled crack.,13,3
103947,#4 CYL BAFFLE SEAL RIVET PULLED THROUGH. RESECURED BAFFLE SEAL.,number 4 cylinder baffle seal rivet pulled through. resecured baffle seal.,12,2
103948,R/H ENG #1 & 3 INTAKES ARE LEAKING. REMOVED & REPLACED GASKETS.,right-hand engine number 1 and 3 intakes are leaking. removed and replaced gaskets.,14,5
103949,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80. REMOVED CYLINDER & PISTON ASSY. STARTED INSTALLATION OF,right-hand engine number 1 cylinder has low compression 5/80. removed cylinder and piston assembly. started installation of,18,6
103950,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80. FINISHED INSTALLING CYLINDER IAW LYCOMING OVERH,right-hand engine number 1 cylinder has low compression 5/80. finished installing cylinder in accordance with lycoming overh,15,5
103951,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80. REMOVED CYLINDER & PISTON ASSY. STARTED INSTALLATION OF,right-hand engine number 3 cylinder has low compression 20/80. removed cylinder and piston assembly. started installation of,18,6
103952,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80. FINISHED INSTALLING CYLINDER IAW LYCOMING OVERH,right-hand engine number 3 cylinder has low compression 20/80. finished installing cylinder in accordance with lycoming overh,15,5
103953,#3 ROCKER COVER MISSING A SCREW. INSTALLED NEW SCREW.,number 3 rocker cover missing a screw. installed new screw.,11,1
103954,BAFFLE SCREW MISSING ON R/H SIDE BY OIL DIPSTICK HOUSING. INSTALED NEW SCREW.,baffle screw missing on right-hand side by oil dipstick housing. installed new screw.,15,2
103955,"1, 2, 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","1, 2, 3 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.",17,1
103956,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 4 intake gasket leaking. removed and replaced intake gasket.,11,2
103957,"WHILE TAXIING, ENGINE QUIT & COULD NOT RESTART. STARTED A/C SEVERAL TIMES USING NORMAL PROCEDURES. PERF","while taxiing, engine quit and could not restart. started aircraft several times using normal procedures. perf",19,2
103958,ENGINE BAFFLE PATCH CRACKED ABOVE #4 CYL. STOP DRILLED CRACK.,engine baffle patch cracked above number 4 cylinder. stop drilled crack.,12,2
103959,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM. RECOWLED R/H ENGINE.","on run up; right-hand engine, left-hand magneto failed magneto check. cylinder number 1 had no tem. recowled right-hand engine.",23,9
103960,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM. RAN A/C, OPS & LEAK CK GOOD.","on run up; right-hand engine, left-hand magneto failed magneto check. cylinder number 1 had no tem. ran aircraft, operations and leak check good.",28,12
103961,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM. FOUND CYL #1 TOP & BOTTOM PLUGS WET W/ OIL & ELECTRODE","on run up; right-hand engine, left-hand magneto failed magneto check. cylinder number 1 had no tem. found cylinder number 1 top and bottom plugs wet with oil and electrode",31,13
103962,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM. PERFORMED GROUND RUN, FOUND R/H ENG TO RUN ROUGH ANYTIM","on run up; right-hand engine, left-hand magneto failed magneto check. cylinder number 1 had no tem. performed ground run, found right-hand engine to run rough anytim",30,10
103963,"ON RUN UP; R/H ENG, L/H MAG FAILED MAG CK. CYL #1 HAD NO TEM. REMOVED & REPLACED CYL ASSY, DRY TAPPET CLEARANCE CK'ED","on run up; right-hand engine, left-hand magneto failed magneto check. cylinder number 1 had no tem. removed and replaced cylinder assembly, dry tappet clearance checked",29,12
103964,LEFT ENGINE #2 INTAKE LEAKING. REMOVED & REPLACED GASKET.,left engine number 2 intake leaking. removed and replaced gasket.,11,2
103965,"ON RUN UP, OBSERVED ENGINE ROUGHNESS. CONSISTANT W/ STICKING. REAMED #4 EXHAUST GUIDE IAW LYCOMING .","on run up, observed engine roughness. consistant with sticking. reamed number 4 exhaust guide in accordance with lycoming.",19,3
103966,SCREW MISSING FROM CYL #2 FWD BAFFLE. INSTALLED NEW SCREW.,screw missing from cylinder number 2 forward baffle. installed new screw.,12,3
103967,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,10,2
103968,#1 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,number 1 rocker cover gasket leaking. removed and replaced gasket.,11,2
103969,"#2, 3, 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.","number 2, 3, 4 intake gaskets leaking. removed and replaced intake gaskets.",15,2
103970,R/H #1 CYL BAFFLE HAS A CRACK. STOP DRILLED CRACK.,right-hand number 1 cylinder baffle has a crack. stop drilled crack.,12,3
103971,R/H #2 & 4 ROCKER GASKETS ARE LEAKING. REPLACED GASKETS.,right-hand number 2 and 4 rocker gaskets are leaking. replaced gaskets.,12,3
103972,R/H #3 & 4 INTAKE GASKETS ARE LEAKING. REPLACED GASKETS.,right-hand number 3 and 4 intake gaskets are leaking. replaced gaskets.,12,3
103973,#2 CYL BOTTOM FRONT BAFFLING HAS A CRACK. STOP DRILLED CRACK.,number 2 cylinder bottom front baffling has a crack. stop drilled crack.,13,2
103974,L/H ENGINE HAD C CLIP IN OIL SCREEN. REMOVED LH ENG & PROP.,left-hand engine had c clip in oil screen. removed left-hand engine and propeller.,15,5
103975,R/H #3 REAR & #4 SIDE BAFFLE SEALS TORN. REPLACED #3 BAFFLE SEAL & RESECURED #4 SIDE.,right-hand number 3 rear and number 4 side baffle seals torn. replaced number 3 baffle seal and resecured number 4 side.,19,7
103976,L/H ENGINE HAD C CLIP IN OIL SCREEN. NO OTHER FOD OR DEFECTS NOTED.,left-hand engine had c clip in oil screen. no other fod or defects noted.,16,1
103977,"L/H ENGINE HAD C CLIP IN OIL SCREEN. DISASSEMBLED, INSP'ED, VERIFIED THAT SNAP RING WAS MISS","left-hand engine had c clip in oil screen. disassembled, inspected, verified that snap ring was miss",19,2
103978,"L/H ENGINE HAD C CLIP IN OIL SCREEN. INSTALLED PROP, BUT IS NOT TORQUED OR SAFETIED. INSTALL","left-hand engine had c clip in oil screen. installed propeller, but is not torqued or safetied. install",20,2
103979,L/H ENGINE HAD C CLIP IN OIL SCREEN. PREPPED ENGINE FOR INSTALLATION. FIXED L/H AFT LOWER BA,left-hand engine had c clip in oil screen. prepped engine for installation. fixed left-hand aft lower ba,19,2
103980,"L/H ENGINE HAD C CLIP IN OIL SCREEN. CONTINUED INSTALLATION. SAEFTIED PROP, TIMED MAGNETOS T","left-hand engine had c clip in oil screen. continued installation. safetied propeller, timed magnetos t",18,3
103981,"CYL #1, 2 & 3 INTAKE GASKETS ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS.","cylinder number 1, 2 and 3 intake gaskets are leaking. removed and replaced intake gaskets.",17,4
103982,CYL #1 ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,cylinder number 1 rocker cover gasket is leaking. removed and replaced rocker cover gasket.,15,3
103983,#4 INTAKE GASKET ON L/H ENGINE LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket on left-hand engine leaking. removed and replaced gasket.,13,3
103984,#3 ROCKER COVER GASKET LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,number 3 rocker cover gasket leaking on right-hand engine. removed and replaced gasket.,14,3
103985,PRIMER LINE CLAMP ON #4 INTAKE TUBE OF L/H ENGINE LOOSE. TIGHTENED CLAMP.,primer line clamp on number 4 intake tube of left-hand engine loose. tightened clamp.,15,2
103986,"#2, 3, 4 INTAKE GASKETS LEAKING ON R/H ENGINE. REMOVED & REPLACED INTAKE GASKETS ON R/H ENGINE.","number 2, 3, 4 intake gaskets leaking on right-hand engine. removed and replaced intake gaskets on right-hand engine.",21,4
103987,"CHAFING DAMAGE NOTED ON #3 INTAKE TUBE, BY PRIMER LINE. INSPECTED #3 INTAKE TUBE & PRIMER LINE ON R/H ENGINE NO","chafing damage noted on number 3 intake tube, by primer line. inspected number 3 intake tube and primer line on right-hand engine no",23,4
103988,ENGINE SCROLL DIRTY. CLEANED ENGINE SCROLL.,engine scroll dirty. cleaned engine scroll.,8,0
103989,CYL #3 & 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 3 and 4 intake gaskets leaking. removed and replaced intake gasket.,14,4
