evaluation_cluster_id,split,case_count,unique_problem_texts,sample_problem_1,sample_problem_2,sample_problem_3,sample_case_ids
EVC-6fd7ad1b99fcaed1,train,1,1,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,,,100202
EVC-700f784d100fcf49,train,1,1,RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A,,,104680
EVC-70258ca978011218,dev,1,1,CYLINDER HEAD TEMP WOULD JUMP 150*F.,,,104459
EVC-704b1cebc5b9ea4e,test,1,1,#2 LOWER INTAKE CLAMP LOOSE.,,,104582
EVC-7056183196d91d6c,dev,1,1,R/H ENG #1 & 3 BAFFLE TIE ROD SPACER LOOSE.,,,101532
EVC-70a716fdbb063e58,dev,1,1,PILOT NOTICED WHISTLING NOISE ON RUN UP.,,,104306
EVC-70d00a2cb9533ef3,train,1,1,BAFFLE SEAL ABOVE CYLINDERS 1 & 4 LOOSE.,,,105500
EVC-713672940aa619aa,test,1,1,R/H ENG #3 INTAKE TUBE LEAKING.,,,101419
EVC-7149280be9bfc2ad,dev,1,1,BAFFLING SUPPORT BRACKET ON CYL #2 CRACKED.,,,102706
EVC-717339e6a00d6949,train,1,1,SPARK PLUG CAP LOOSE ON #3 BOTTOM SPARK PLUG.,,,102100
EVC-7174c908f2eb5476,train,1,1,BAFFLE BRACKET BY OIL COOLER IS CRACKED.,,,104067
EVC-71abe5cdabd86a30,dev,1,1,L/H ENGNIE O/B BULKHEAD HAS CRACK BY ATTACH HOLES FOR LOWER,,,105993
EVC-7248a2e3bb6b86d4,train,1,1,1 BAFFLING PLUG WORN.,,,104378
EVC-725f3486ed2a0ba4,train,1,1,"SCREW MISSING, L/H AFT BAFFLING, ON ENG (BEHIND DIPSTICK TUB",,,100890
EVC-72c13c24e778a0f8,test,1,1,"DURING FLIGHT, HIGH OIL PSI OCCURRED. WHEN EXERCISE PROP, OI",,,105295
EVC-72e631c97eb36a8e,train,1,1,ENGINE IDLES AT APPROXIMATELY 1000 RPM ON LAST DAILY SHUT DO,,,104517
EVC-730318874a8fc3a1,train,1,1,"FWD COOLING BAFFLE LOOSE, UNDER ALT.",,,104453
EVC-7319f2811ea5d882,train,1,1,SCREW MISSING ON BACK OF #3 BAFFLE.,,,104584
EVC-7327247f92a2b79c,test,1,1,#2 & 4 CYL HARNESS ANCHORS ARE BROKEN.,,,103535
EVC-73399a91fe9f9c72,dev,1,1,"CYL #3 INTAKE TUBE FLANGE LEAKING FUEL, CONNECTION BETWEEN T",,,101327
EVC-733b4e2737a93f58,train,1,1,#4 OIL RETURN TUBE HOSE CLAMPS LOOSE.,,,105398
EVC-73457cdf1958db0c,train,1,1,R/H BAFFLE BY #1 CYL CRACKED.,,,105145
EVC-735fc38ff9dc2ad9,train,1,1,FRONT RUBBER BAFFLE CHAFING ON STARTER GROUND WIRE.,,,100920
EVC-7370175569f36f52,train,1,1,R/H ENG #4 INTAKE TUBE IS CRACKED.,,,104640
EVC-737bbebb40f84eeb,train,1,1,"RIVET MISSING ON R/H BAFFLE HOLD DOWN ANGLE, BEHIND OIL COOL",,,102610
EVC-7397927601648c65,dev,1,1,#1 & 4 ROCKER BOX COVERS SEEPING ON L/H ENGINE.,,,104613
EVC-745430b6763a7e66,test,1,1,FUEL LINE SUPPORT BRACKET (OFF #2 EXH PUSH ROD TUBE) MISSING,,,105770
EVC-7494283f4f8a7230,train,1,1,FWD BAFFLE IS CRACKED BY MUFFLER SHROUD OPENING.,,,101036
EVC-7494bd865262dfad,train,1,1,NEED BOTH PUSH ROD SHROUD TUBE SEALS.,,,105846
EVC-756bb4f86e408ae4,test,1,1,"SPRING WIRE FOR I/B L/H SIDE ENG, BROKEN.",,,103057
EVC-7614135ce4b8024b,dev,1,1,BAFFLE TIE ON R/H BOTTOM SIDE BROKEN.,,,105865
EVC-7635f9281d3dbb1c,test,1,1,FWD ENG BLACK COWLING SEAL WEARING AT FILTER.,,,103995
EVC-7646fa60948995d1,train,1,1,FWD LWR BLACK ENG SEAL WEARING AT AIR INTAKE CAMLOCKS.,,,104312
EVC-764d19dd688548a2,train,1,1,BAFFLE TIE ROD LOOSE ON L/H SIDE OF R/H ENGINE.,,,102259
EVC-76936907a00b0cf8,train,1,1,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED.,,,101068
EVC-76996fffbbcf938f,train,1,1,"ENGINE BAFFLE SEAL TORN, BOTTOM R/H CORNER.",,,102178
EVC-769da3efab6183c8,test,1,1,SCREW MISSING FROM R/H ENGINE #4 BAFFLE.,,,103394
EVC-76f5438737344924,train,1,1,SCREW MISSING ON AFT #4 CYLINDER ENGINE BAFFLE.,,,103816
EVC-7719e96d3de36c69,test,1,1,L/H ENG COWL SEAL UNSECURED ABOVE #4 CYL.,,,103829
EVC-77586324eef2c4d4,dev,1,1,ENGINE ROUGHNESS ON FINAL. PRECAUTIONARY LANDING.,,,104241
EVC-778ea5572edfbeb3,train,1,1,BAFFLE BRACKET CRACKED ON #3 CYLINDER.,,,104867
EVC-779c2e825ccb2708,train,1,1,PRIMER LINE CLAMP ON #4 INTAKE TUBE OF L/H ENGINE LOOSE.,,,103985
EVC-77d51f44cb048de3,train,1,1,"SCREW MISSING I/B OF OIL COOLER, FOR ENGINE BAFFLE.",,,103453
EVC-77d63c2d3941bfac,train,1,1,DURING POST FLIGHT FOUND OIL ON INTAKE PIPES.,,,105217
EVC-77db75a777f22fc6,train,1,1,L/H O/B LOWER BAFFLE TIE ROD BROKEN.,,,100974
EVC-7824dc0b06cb6485,train,1,1,BAFFLE SEAL LOOSE ABOVE #4 CYL ON L/H ENGINE.,,,103655
EVC-78e10c6914d052aa,train,1,1,IDLE OVERRIDE LOW.,,,101471
EVC-78f01a41af07a5b4,test,1,1,#3 AFT BAFFLE SCREW APPEARS TO BE LOOSE BEHIND DIPSTICK TUBE,,,103665
EVC-7919d246e7091f2d,train,1,1,"ENG GROUNDING BOLT, BY OIL TUBE, LOOSE.",,,105375
EVC-7929189788d209f4,train,1,1,CABLE SHEATH LOOSE ON PILOTS SEAT.,,,103703
EVC-7962945bad2151b2,train,1,1,"SEAL LOOSE ON ENGINE COWL, ABOVE L/H & R/H OIL COOLERS (BLAC",,,104103
EVC-796bb53fe0ae0694,dev,1,1,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,,,100243
EVC-798399c697ce47c3,train,1,1,HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE.,,,101271
EVC-79cfc919290dfb1b,train,1,1,COMPRESSION CK REQUIRED.,,,104116
EVC-79dd7122b20884f6,train,1,1,STARTER INOP.,,,100989
EVC-79fb304e25d391e9,train,1,1,ENGINE AFT R/H GROUND STRAP NEEDS TO BE SECURED.,,,102091
EVC-7a02a62560448095,train,1,1,L/H ENG #2 BAFFLE LOOSE.,,,103669
EVC-7a0c1f1a0b390097,train,1,1,LEFT DOOR WOULD NOT LATCH.,,,100700
EVC-7a31b2482c40ef27,train,1,1,BOTH BAFFLE PLUGS NEED TO BE REPLACED.,,,104385
EVC-7a39a3f0807f1c5e,train,1,1,#1 CYL FWD BAFFLE SEAL HAS A HOLE WORN IN IT.,,,103504
EVC-7a5d4e4817747a0b,train,1,1,#3 CYLINDER OIL RETURN LINE LEAKING ON RUBBER HOSE SECTION.,,,100524
EVC-7a8fba7f37022e33,train,1,1,R/H #2 CYL EXH PUSH ROD SEAL LEAKING.,,,102451
EVC-7ae654508986afce,train,1,1,"ON CLIMB OUT, HAD AN AUDIBLE RPM DROP & LOSS OF 400 RPM. ENG",,,105137
EVC-7af10811da3b7d50,train,1,1,EXTRA SPARK PLUG ON TOP OF #2 CYLINDER,,,103241
EVC-7b1a075f469e9d0e,train,1,1,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",,,103373
EVC-7b2328f2bfa93265,train,1,1,"BAFFLE SEAL PULLED FREE FROM #2 CYL, AFT.",,,104155
EVC-7b58995077d0e77b,train,1,1,#2 & 4 BAFFLE INNER TIE & SPRING OUT OF PLACE.,,,101172
EVC-7b76ece2b6a52016,dev,1,1,OIL COOLER WEATHER STRIPPING LOOSE.,,,105149
EVC-7bbd16c6d9cd5be5,dev,1,1,"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE",,,104671
EVC-7bed6d80f21c1048,train,1,1,#3 CYL INTAKE FEELS LOOSE.,,,103426
EVC-7c06abe690c146aa,train,1,1,"CHAFING DAMAGE NOTED ON #3 INTAKE TUBE, BY PRIMER LINE.",,,103987
EVC-7c14868e9709c75c,train,1,1,M/R TRANSMISSION OIL COOLER CAN BE CLEANED OUT EXTERNALLY.,,,102857
EVC-7c61987c25ed64b1,test,1,1,R/H ENGINE LWR FIRESEAL LOOSE.,,,105616
EVC-7c917bfb341a7790,train,1,1,#1 INTAKE GASKET TORN.,,,102077
EVC-7cc66406e45e63fb,train,1,1,L/H SIDE OF ENG BAFFLE WIRE LOOSE.,,,101512
EVC-7cd33fe26ea2fb77,dev,1,1,L/H COOLING BAFFLE CONNECTING ROD BROKEN.,,,101943
EVC-7dc9baa63e1bbdcb,train,1,1,RIGHT BAFFLE PLUG DAMAGED.,,,103352
EVC-7dde8636f521e1df,train,1,1,#1 - 3 BAFFLE WIRE NOT CONNECTED.,,,104462
EVC-7de1f396cf018e2a,train,1,1,R/H REAR ENGINE BAFFLE SUPPORT BRACKET RIVETS BROKEN.,,,101806
EVC-7de971fe3879978c,train,1,1,TABS ARE WORN OFF OF BAFFLE PLUGS.,,,103262
EVC-7e1b3a7bdf898c11,dev,1,1,FOD ON TOP L/H SIDE OF ENGINE,,,103240
EVC-7ea2a5b6c749ac0d,dev,1,1,L/H ENG CARB AIR BOX HAS SHEARED RIVET ON TOP FWD SIDE.,,,102691
EVC-7ea713edc93bf60d,train,1,1,ENGINE QUIT ON LANDING & DURING ENGINE SHUT DOWN.,,,104139
EVC-7ebce3479dd3987c,train,1,1,"NEED TO ADJUST MIXTURE, 150 RISE @ SHUT DOWN.",,,106032
EVC-7ecf821f8548b39f,train,1,1,#1 INTAKE TUBE DAMAGED.,,,101965
EVC-7ed0f5e883de51ad,train,1,1,"ACCIDENTALLY OVERSPED ENGINE BEFORE PULLING THROTTLE BACK, E",,,103139
EVC-7efed17ced6f81a8,dev,1,1,BOLT W/ BARREL @ AFT R/H SIDE OF ENGINE MISSING.,,,102243
EVC-7f0ad4b3a798fbe3,train,1,1,CYL #4 ROCKER COVER GASKET REQUIRES REPLACEMENT.,,,105465
EVC-7f11a47a3df5c780,test,1,1,"LOWER INTERCYLINDER BAFFLE SPRING ON R/H SIDE OF ENGINE, BRO",,,103144
EVC-7f50e58d90895308,test,1,1,L/H FWD ENG BAFFLE CRACKED AT CORNER.,,,101961
EVC-7f608f46e898c39d,train,1,1,BAFFLE CRACKED BY #2 CYL ON R/H ENGINE.,,,105457
EVC-7f71f007e5bacf9e,train,1,1,R/H FWD BAFFLE HAS BROKEN SUPPORT.,,,104322
EVC-7f7b4a6094aaa069,train,1,1,#4 CYL L/H ENG BAFFLE SEAL LOOSE.,,,104460
EVC-7f7d3e4a2ab9879e,test,1,1,FUEL PRESS 32 - 33 W/ JUMPS INTO RED.,,,100067
EVC-7fa1eebe50fa93dc,train,1,1,L/H SIDE BAFFLE CRACKED IN 2 PLACES.,,,101080
EVC-7fbb38c9dda58e47,train,1,1,ENGINE QUIT WHEN THROTTLE WAS CLOSED DURING SHUT DOWN PRIOR,,,101551
EVC-8005dccdfc0d141a,dev,1,1,AFT BAFFLE BRACKET RIVETS PULLING THROUGH.,,,100777
EVC-806e7ec24f76ac92,dev,1,1,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &,,,104937
EVC-808045fe3ed10f1f,train,1,1,#2 & 4 CYL BAFFLE FASTENER IS BROKEN.,,,103423
EVC-80867548c5e51438,train,1,1,THROTTLE AT IDLE ENGINE RAN ROUGH.,,,103566
EVC-809a094388238555,train,1,1,ALL VALVE COVERS LOOSE.,,,103795
EVC-809ef9400c3dde3d,test,1,1,SMALL CRACK ON OIL COOLER (O/B FWD).,,,102924
EVC-80ace3d72c4cdc8d,train,1,1,CLIMBED TO ALTITUDE & ATTEMPTED DESCENT BACK TO ALTITUDE LEA,,,102307
EVC-80c1a40bf7433dcc,dev,1,1,"DURING CRUISE, RPM OVERSPED, HIGHEST NUMBER SEEN WAS 2740. N",,,103788
EVC-819c61961dea86d3,train,1,1,ENGINE BAFFLE PLUG WORN OUT.,,,104302
EVC-819f1b1e8e50731a,dev,1,1,EXPERIENCED MOMENTARY LOSS OF POWER.,,,105497
EVC-81a302f9ac4222c8,train,1,1,SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O,,,101620
EVC-81ac770fb8d5e8c1,train,1,1,#4 CYL BOTTOM BAFFLE CRACKED/CHAFING ON CYL FINS.,,,103190
EVC-822b6dc6ccd24dc9,train,1,1,ALL ROCKER COVER SCRWES ARE LOOSE.,,,103191
EVC-823f9d95e9942804,train,1,1,"ENGINE BACK FIRED DURING START, FLAME CAME OUT ENGINE.",,,106055
EVC-826de72780379d34,test,1,1,#1 CYL BAFFLE CRACK SPREADING BEYOND EXISTING STOP DRILL.,,,102592
EVC-82748a4bbeafa442,train,1,1,CYL #1 INTAKE TUBE IS LOOSE.,,,101583
EVC-8286e613e77947a2,train,1,1,CASE HALVES LEAKING ON BOTTOM FWD PORTION.,,,101768
EVC-828e688e0bb7126c,train,1,1,"SCREW MISSING ON ENGINE COOLING BAFFLE, R/H SIDE NEXT TO OIL",,,102120
EVC-82979c79e158eb3e,train,1,1,LOWER ROCKER BOX SCREWS LOOSE ON CYL 1 & 3.,,,105999
EVC-82b294ec60fbbe86,dev,1,1,"CRACK NOTED ON INSIDE OF #1 CYL UPPER BAFFLE, NEAR RIVET.",,,103054
EVC-83377d2c7d1ee678,test,1,1,R/H #3 AFT BAFFLE SEAL HAS A HOLE.,,,103652
EVC-8359bc47dda39e90,dev,1,1,ENGINE BAFFLE SNAP PLUG TAB BROKEN OFF.,,,101106
EVC-83ad129602304503,train,1,1,SMALL CRACK ON L/H LWR FWD SIDE OF FWD BAFFLE.,,,105517
EVC-83c17e7f1d20ed56,train,1,1,R/H ENG CYL #1 INTAKE LEAKING.,,,100760
EVC-84163d62247410c5,train,1,1,A/C WOULDN'T START.,,,101342
EVC-84529939dab4bdba,test,1,1,HARDWARE MISSING ON R/H REAR BAFFLE.,,,101950
EVC-84654ffd5fd22f69,train,1,1,#3 CYL EGT LOW ON RUN UP W/ ROUGH RUNNING ENGINE AFTER START,,,105579
EVC-84662745ee84c096,train,1,1,DID NORMAL START & WHEN IT FIRED - ENGINE RAN ROUGH FOR SEVE,,,102619
EVC-84e8ccf6428d41a6,train,1,1,CYL #1 GOV BAFFLE SEAL IS COMING OFF.,,,101577
EVC-8509dc491f9ce956,train,1,1,WRENCH ON TYRAP ON TOE OF ENGINE,,,103448
EVC-8537698fe294fcc5,train,1,1,ENG FWD LWR SEAL WEARING INTO UPPER INTAKE AIR FILTER FRAME.,,,103199
EVC-85820ec26338c35e,train,1,1,CYL #3 INTAKE PIPE NEEDS TO BE RESWEDGED INTO SUMP.,,,101496
EVC-859adfb1faad71ba,test,1,1,"OVERSPEED ENGINE @ 2840 RPM, OVER REVED ENGINE FOR 1 SECOND.",,,102707
EVC-85a2300b4bd5927f,train,1,1,#3 CYL ROCKER COVER EGT STAND OFF BROKEN.,,,104946
EVC-85b059c92e8db9a6,train,1,1,"ON CLIMB OUT, ENGINE LOST ABOUT 250 RPM",,,101428
EVC-85e70d93f2106d39,train,1,1,"DURING CLIMB OUT, OBSERVED MOMENTARY RPM DROP AROUN",,,104041
EVC-86591634d85b3a19,test,1,1,MANIFOLD PSI GAUGE READS ATMOSPHERIC PRESSURE.,,,102657
EVC-866d2fed18a5ce1e,train,1,1,CRACKS NOTED EXTENDING FROM RIVET ON INSIDE OF #! CYL BAFFLE,,,103779
EVC-86771bf83872b25d,dev,1,1,R/H SIDE BAFFLING MISSING HARDWARE.,,,106025
EVC-8677bd8257d18a17,train,1,1,AIR INDUCTION ELBOW TO SERVO BOOT IS WEEPING FUEL.,,,102130
EVC-869e8c53f9ac082a,train,1,1,FWD R/H BAFFLE NEEDS TO BE SEALED.,,,105121
EVC-86b33cd90efb7c18,train,1,1,FUZZ IN OIL COOLER.,,,104303
EVC-86dbb839e8e36e63,train,1,1,"L/H ENG, L/H REAR BAFFLE SECTION NEEDS REPAIR.",,,104635
EVC-86dbdb0dcc992c53,train,1,1,LOOSE POP RIVET #3 CYL BRACKET.,,,105432
EVC-86eb254e6cd6ed02,train,1,1,R/H & L/H SIDE OF FRONT BAFFLE SEAL TORN.,,,102317
EVC-86ef552e8a436734,train,1,1,"INNER BAFFLE TIE SPRING BROKEN, L/H SIDE.",,,106072
EVC-86fe667c0d176d69,train,1,1,"DURING TAKE OFF ROLL, ADVANCED THROTTLE TO FULL POWER; RPM W",,,103105
EVC-8704539a8e095803,train,1,1,"DURING RUN UP, L/H MAG DROP OUTSIDE OF STANDARDS. WAS ABLE T",,,105835
EVC-87256c62b98e001a,train,1,1,L/H ENG I/B FWD BAFFLE SCREW LOOSE.,,,104879
EVC-878141c80783d289,test,1,1,#4 INTAKE TUBE LEAKING (R/H ENGINE).,,,105662
EVC-87f9bf652ab00a2f,train,1,1,NEW RIVET NEEDED ON #4 CYL BAFFLE SEAL.,,,104158
EVC-887590ab2a2cacf8,train,1,1,VACUUM TUBE & OIL COOLER LINE ARE RUBBING TOGETHER.,,,100065
EVC-8879f18b7523b435,train,1,1,"ROCKER DRAIN LINES, ALL OF (B NUTS) ARE LOOSE.",,,102907
EVC-88b36005cc457be1,train,1,1,"CYL #2, 4 INTAKE TUBES LEAKING AT FLEXIBLE TUBE CONNECTION.",,,103491
EVC-88d464cc15f8b46b,train,1,1,PAINT UNDER GROUND WIRE STRAP ON ENGINE.,,,106071
EVC-88d46f8ade7f941e,train,1,1,#3 UPPER BAFFLE SEAL MISSING ON R/H ENGINE.,,,104948
EVC-88d6acfe436b36ed,train,1,1,#4 CYLINDER INTAKE TUBE LEAKING.,,,100691
EVC-897693c4e83d37f8,train,1,1,ALT BELT LOOSE.,,,101071
EVC-89948508e56cbd55,dev,1,1,CRACK IN FWD BAFFLE CENTER.,,,101844
EVC-89c8878203c23f63,dev,1,1,R/H ENG #4 REAR BAFFLE SEAL PULLED THRU ONE RIVET.,,,104226
EVC-89ed7f841ce7f571,dev,1,1,L/H ENGINE I/B INTAKE SCREEN PANEL CHAFING.,,,105362
EVC-89f7dd963f8cdd76,train,1,1,OIL COOLER NEEDS CLEANING.,,,104430
EVC-8a14fd2042f90d49,dev,1,1,CRACK IN R/H AFT ENGINE BAFFLE.,,,103856
EVC-8a4873be8ad034f3,test,1,1,"#3 INTAKE LEAK, R/H ENGINE.",,,105595
EVC-8a4e47170d0dff49,train,1,1,R/H BAFFLE #3 CYLINDER NEEDS BAFFLE SCREW.,,,100815
EVC-8a78a405a9507952,dev,1,1,ENGINE RPM WOULD FLUCTUATE 200 - 250 RPM @ HOVER. RAN ROUGH,,,103030
EVC-8a86a7d4238fea88,dev,1,1,LAST DAILY SHUT DOWN IDLE OVER RIDE SPEED CHECK - ENGINE RPM,,,100071
EVC-8a9886fd2ad922c5,train,1,1,"SCREW MISSING ON R/H ENGINE BAFFLE, BEHIND OIL COOLER.",,,102428
EVC-8ad3452fba02ca0f,train,1,1,DAMAGED GROMMET FOR OIL PRESSURE SWITCH WIRE HARNESS THROUGH,,,103782
EVC-8ad65a346e010a2c,train,1,1,ENGINE RPM WAS 1700.,,,101670
EVC-8af37c5cc120ead3,train,1,1,"DURING FLIGHT, ENGINE RPM WAS 2740 FOR 3 SECONDS.",,,105311
EVC-8b09ca0aef34c0aa,dev,1,1,"R/H ENGINE RUNNING ROUGH. ENGINE WAS FINE @ LOW ALTITUDES, O",,,101310
EVC-8b3640530ad10c3f,dev,1,1,REMOVE SERVICEABLE ENGINE ASSY TO PREPARE FOR TRANSPORT FOR,,,106041
EVC-8b6a84d8f15da17f,test,1,1,L/H ENG FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING.,,,104673
EVC-8b795bdf42ce7dc4,train,1,1,LOWER OIL COOLER LINE RESTING ON ACCESSORY PLATE STUD.,,,104845
EVC-8ba19d2b08c94739,train,1,1,FWD LWR BAFFLE BLACK SEAL WORN FROM INTAKE.,,,103511
EVC-8bd5266d96daef7b,train,1,1,BAFFLE TIE ROD MISSING UNDER #2 & 4 CYLINDERS.,,,103396
EVC-8be1768dd3100172,dev,1,1,"R/H FWD BAFFLE SECTION, ABOVE #1 CYL, HAS DAMAGED NUTPLATES.",,,105640
EVC-8c15e63c8ccaa7e9,dev,1,1,"WHEN RPM SET IN IDLE RANGE, ENGINE KICKS & SPUTTERS AS IF FU",,,104096
EVC-8c628876d1830d05,train,1,1,#2 CYLINDER HAS LOW COMPRESSION (58/80).,,,104868
EVC-8c94d1a3d6543816,train,1,1,R/H ENG #3 CYL HAS LOW COMPRESSION (58/80).,,,104452
EVC-8c9f2e5bc4e4ef22,train,1,1,"BAFFLE PLUG HOLE REQUIRES PATCH, #3 CYL.",,,102970
EVC-8ca6d6c9a6659719,test,1,1,BAFFLE SEAL IS LOOSE ON FWD BOTTOM R/H SIDE.,,,105086
EVC-8cbf7279623c587f,train,1,1,L/H FWD ENGINE BAFFLE WORN & CRACKED.,,,105561
EVC-8cd9deb1e8b7569c,dev,1,1,"OIL LEAK AT CRANKCASE BOLTS, USED TO MOUNT FUEL FLOW TRANSDU",,,103159
EVC-8d1737162904ce46,test,1,1,#4 BAFFLE CRACKED IN FRONT OF OIL COOLER.,,,101986
EVC-8d35e076e22c5cbd,train,1,1,#2 EXHAUST LIFTER PLUNGER ASSY CAME APART WHEN CLEANED.,,,100695
EVC-8d39d97b8e0330f0,train,1,1,END OF FLIGHT; ENGINE OVERSPEED 3350 THEN TO PARKING.,,,104678
EVC-8d6a52d828e2d42d,dev,1,1,LEFT ENGINE N1 RPM HAS 3 TO 4% UNCOMMANDED INCREASE WHEN ENG,,,101549
EVC-8d821768cdabb11f,train,1,1,"SCREW FOUND ON GROUND DURING PAD CK, THAT WAS NOT THERE DURI",,,106004
EVC-8dabe05454083968,train,1,1,"R/H ENGINE BAFFLE SEAL LOOSE, ABOVE #4 CYLINDER.",,,105284
EVC-8db4e7c42d005324,test,1,1,L/H ENGINE #2 & 4 SIDE BAFFLE SEALS LOOSE.,,,100057
EVC-8dedd5b0bedd4130,train,1,1,ALL HOSE CLAMPS ON ROCKER DRAINS LOOSE.,,,105071
EVC-8df7d44194d9c9a7,train,1,1,ZIP TIES NEED TO BE REMOVED FROM ENGINE MOUNTS.,,,105623
EVC-8e2d03fbfb93ddb2,test,1,1,"DURING IDLE CHECK ON RUN UP, ENGINE QUIT. RESTART ENGINE",,,100054
EVC-8e3b4709dad5a662,train,1,1,"#2, 4 CYL BAFFLE TIE ROD BOLT BROKEN.",,,106065
EVC-8e4a0c94df11aada,train,1,1,#1 - 3 O/B BAFFLE TIE WORN THRU AFT BAFFLE.,,,101655
EVC-8e8e183a5688e6b1,train,1,1,PATCH ON R/H UPPER BAFFLE HAS SMALL CRACK.,,,104793
EVC-8ec35cf32af1f9ad,train,1,1,L/H & R/H ENGINE LOWER COWL SEALS LOOSE.,,,105591
EVC-8ed1e44e2bf289de,dev,1,1,ENG GROUNDING BOLT LOOSE.,,,105069
EVC-8edc32af97392fac,dev,1,1,TAB ON #3 CYL AFT BAFFLE RIVETS SHEARED OFF.,,,105807
EVC-8ee840cc068ae3d6,train,1,1,L/H ENG #2 EXHAUST ROCKER WAS NICKED DURING VALVE STAKING.,,,102916
EVC-8eeadf4508b87b5a,train,1,1,"PREVIOUS PATCH REPAIR FOR #4 CYL BAFFLE, CRACKED.",,,104027
EVC-8f14285b70361472,test,1,1,BLACK SEAL FOR ENG WORN AT INTAKE.,,,104688
EVC-8f202cde135054de,train,1,1,L/H ENG #1 & 3 BAFFLE TIE ROD WEARING ON INTERBAFFLE.,,,102201
EVC-8f291da8a6412d9a,train,1,1,#2 FWD BAFFLE CRACKED BEYOND STOP DRILL.,,,101657
EVC-8f7659038f08e265,dev,1,1,#1 & 3 CYL FUEL INJ LINES STANDOFF LOOSE BY OIL FILLER TUBE.,,,100405
EVC-8f8212988158f685,train,1,1,"BAFFLE SCREW HAS OVERSIZED WASHER, WHICH IS CHAFING #3 CYL R",,,103158
EVC-8fd986acb6238b64,dev,1,1,FWD LWR SEAL WORN ABOVE INTAKE FILTER HOUSING.,,,103883
EVC-9060e6c1167426c9,train,1,1,A/C WOULD NOT START.,,,101463
EVC-90745644faeec93d,train,1,1,#3 CYL ROCKER BOX COVER SCREW MISSING.,,,102057
EVC-90c6abd1e75993e8,train,1,1,FRONT BLACK SEAL FOR ENG COWL NEEDS RTV FOR WORN SPOTS.,,,104859
EVC-90d6d02acede1343,train,1,1,"CRACK IN BAFFLING, TOP R/H SIDE OF ENG, NEXT TO ENG MOUNT BO",,,102700
EVC-90da7ebe9314687e,train,1,1,"CHAFE TAPE NEEDED ON BULKHEAD BEHIND FUEL NOZZLES, L/H ENG &",,,105656
EVC-90e61c8f0dd9d724,train,1,1,SCREW MISSING FROM #3 SIDE BAFFLE.,,,103807
EVC-90f076e2cc5e798a,train,1,1,FWD LWR BLACK SEAL HAS WORN SPOTS FOR AIR INTAKE (ENG).,,,104242
EVC-913602b98ec931af,train,1,1,R/H SIDE LOWER FWD OIL COOLER HOSE BRACKET BROKEN.,,,102897
EVC-915ef657f842307c,test,1,1,STAND OFF NEEDED FOR FUEL LINE ON TOP OF ENG.,,,100728
EVC-918b9f0bc53d37c1,train,1,1,R/H ENGINE #3 BAFFLE CRACKED BY UPPER #1 BAFFLE ATTACHMENT.,,,100445
EVC-91bd752952a5435d,train,1,1,R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,,,100337
EVC-91e0aaa5281ccaa1,dev,1,1,#3 AFT BAFFLE SUPPORT BRACKET MISSING SCREW.,,,103422
EVC-91efd6154ba5f89a,train,1,1,R/H ENGINE HAS LEAK ALONG BACK BONE.,,,105586
EVC-92108d8697538c6a,train,1,1,R/H ENG INTAKE SCREEN LOOSE.,,,103735
EVC-921d19d98893483c,train,1,1,R/H BAFFLE TIE ROD IS RUBBING ON OIL RETURN LINE CLAMP.,,,103283
EVC-922f3198e700a4ad,train,1,1,"FWD LWR BAFFLE SEAL FOR ENG, INTAKE WEARING INTO IT.",,,103383
EVC-9245a9e2128d4fcb,train,1,1,L/H REAR ENGINE BAFFLE ACCESS HOLE WORN.,,,103075
EVC-92ff3bae1f5878c8,train,1,1,MX FLIGHT REQUIRED TO PERFORM POWER CHECK.,,,102800
EVC-9310d1c8575560a5,dev,1,1,R/H ENG BOLT MISSING ON AFT #1 CYL BAFFLE.,,,104343
EVC-931e7986f3a41376,train,1,1,"LOOSE BAFFLE SCREW, ABOVE OIL FILLER TUBE.",,,102520
EVC-936b8b4b809c079c,train,1,1,"ON RUN UP, OBSERVED ENGINE ROUGHNESS. CONSISTANT W/ STICKING",,,103965
EVC-937eff5c8c8bb980,train,1,1,ALL 4 INTAKES LEAKING.,,,104524
EVC-938055ec930856a4,test,1,1,REACHED 2720 RPM FOR ABOUT 2 SECONDS.,,,105319
EVC-93ec59a88598b6f4,train,1,1,BAFFLE SEAL ABOVE #3 CYL LOOSE.,,,105236
EVC-9431f94722aee928,train,1,1,R/H BAFFLE PLUG MISSING FINGERS.,,,103033
EVC-94bb6f782b6e7180,train,1,1,"#3 ROCKER GASKET LEAKS, R/H ENG.",,,104527
